step,sps,avg_train_reward,best_eval_metric,wall_time,alpha
1860000,267,-0.5055,4.1552,6952.6,0.100000
1865000,267,0.4477,4.1552,6981.0,0.100000
1870000,267,1.7012,4.1552,6994.9,0.100000
1875000,267,2.3913,4.1552,7008.2,0.100000
1880000,267,1.8467,4.1552,7023.4,0.100000
1885000,267,1.5767,4.1552,7046.6,0.100000
1890000,267,2.7309,4.1552,7063.3,0.100000
1895000,267,3.7856,4.1552,7078.3,0.100000
1900000,267,3.6872,4.1552,7093.2,0.100000
1905000,267,3.7241,4.1552,7115.9,0.100000
1910000,267,4.1021,4.1552,7134.1,0.100000
1915000,267,2.2751,4.1552,7150.3,0.100000
1920000,267,0.7912,4.1552,7169.2,0.100000
1925000,267,0.8436,4.1552,7190.4,0.100000
1930000,267,2.4490,4.1552,7208.2,0.100000
1935000,267,2.8750,4.1552,7224.9,0.100000
1940000,267,2.8484,4.1552,7241.2,0.100000
1945000,267,1.5578,4.1552,7264.5,0.100000
1950000,267,2.6037,4.1552,7282.4,0.100000
1955000,267,2.1387,4.1552,7295.5,0.100000
1960000,268,2.9781,4.1552,7310.2,0.100000
1965000,267,1.5472,4.1552,7332.8,0.100000
1970000,268,2.3932,4.1552,7346.7,0.100000
1975000,268,2.8453,4.1552,7360.8,0.100000
1980000,268,4.9317,4.1552,7376.0,0.100000
1985000,268,2.5984,4.1552,7401.6,0.100000
1990000,268,1.3633,4.1552,7420.0,0.100000
1995000,268,0.7767,4.1552,7436.1,0.100000
2000000,268,3.2971,4.1552,7452.7,0.100000
